id,listing_id_overlap,comments,review_scores_rating
24546,7072363,,95
24547,7072485,,96
24548,7073043,,100
24549,7073360,,80
24550,7073418,,80
24551,7073476,,99
24552,7073650,,100
24553,7073888,,94
24554,7074024,,95
24555,7074488,,100
24556,7074591,,80
24557,7074646,,83
24558,7075066,,97
24559,7075103,,100
24560,7075232,,99
24561,7075242,,90
24562,7075255,,100
24563,7075357,,100
24564,7075432,,100
24565,7075449,,80
24566,7075466,,87
24567,7075487,,87
24568,7075539,,95
24569,7075552,,95
24570,7075913,,98
24571,7075948,,100
24572,7076216,,97
24573,7076340,,90
24574,7076533,,95
24575,7076649,,99
24576,7077910,,91
24577,7079123,,100
24578,7080514,,100
24579,7082866,,100
24580,7083264,,95
24581,7083553,,98
24582,7083889,,100
24583,7085490,,95
24584,7086056,,97
24585,7086215,,80
24586,7086310,,95
24587,7086506,,89
24588,7086604,,91
24589,7086813,,85
24590,7086825,,98
24591,7087255,,98
24592,7087531,,96
24593,7087633,,100
24594,7087818,,100
24595,7087957,,98
24596,7088639,,100
24597,7089415,,100
24598,7089602,,86
24599,7089641,,91
24600,7089650,,90
24601,7089661,,88
24602,7089752,,93
24603,7090174,,99
24604,7090264,,80
24605,7090481,,93
24606,7090512,,98
24607,7090646,,80
24608,7090727,,100
24609,7090738,,97
24610,7090924,,93
24611,7090926,,98
24612,7091056,,78
24613,7091147,,89
24614,7091161,,95
24615,7091323,,93
24616,7091390,,100
24617,7091392,,95
24618,7091397,,98
24619,7091856,,100
24620,7092072,,89
24621,7092252,,85
24622,7092453,,100
24623,7092490,,98
24624,7092539,,98
24625,7092597,,96
24626,7092722,,98
24627,7092873,,100
24628,7092874,,80
24629,7093083,,100
24630,7093109,,99
24631,7093122,,100
24632,7093184,,94
24633,7093207,,100
24634,7093256,,97
24635,7093283,,97
24636,7093307,,100
24637,7093540,,90
24638,7093624,,100
24639,7093738,,100
24640,7093827,,92
24641,7093910,,60
24642,7094201,,96
24643,7094462,,97
24644,7094484,,99
24645,7094517,,100
24646,7094539,,100
24647,7094570,,92
24648,7094619,,80
24649,7094737,,100
24650,7094907,,100
24651,7095125,,87
24652,7095238,,100
24653,7095414,,92
24654,7095534,,100
24655,7095571,,90
24656,7095631,,94
24657,7095708,,99
24658,7095802,,84
24659,7095818,,89
24660,7096107,,92
24661,7096220,,95
24662,7096547,,100
24663,7097529,,83
24664,7098394,,98
24665,7099359,,100
24666,7099519,,80
24667,7105865,,100
24668,7106162,,100
24669,7106465,,100
24670,7107820,,98
24671,7108253,,100
24672,7108611,,89
24673,7108852,,92
24674,7109178,,97
24675,7109689,,100
24676,7109735,,100
24677,7109804,,100
24678,7109810,,95
24679,7110655,,94
24680,7110768,,92
24681,7110923,,98
24682,7111219,,100
24683,7111283,,100
24684,7111775,,92
24685,7112125,,82
24686,7112349,,80
24687,7112429,,87
24688,7112864,,80
24689,7112899,,95
24690,7112914,,97
24691,7113081,,100
24692,7113242,,89
24693,7113260,,96
24694,7113347,,92
24695,7113348,,80
24696,7113385,,97
24697,7113393,,100
24698,7113611,,96
24699,7113690,,90
24700,7113838,,100
24701,7114022,,84
24702,7114260,,90
24703,7114358,,60
24704,7114567,,100
24705,7114636,,100
24706,7114654,,80
24707,7114767,,89
24708,7114782,,100
24709,7115022,,100
24710,7115041,,99
24711,7115078,,91
24712,7115518,,100
24713,7115956,,100
24714,7116034,,100
24715,7116099,,91
24716,7116152,,98
24717,7116602,,100
24718,7116795,,90
24719,7116810,,95
24720,7116864,,94
24721,7116929,,100
24722,7116968,,98
24723,7116997,,100
24724,7117059,,100
24725,7117076,,97
24726,7117149,,86
24727,7117273,,100
24728,7117301,,92
24729,7117653,,81
24730,7117787,,100
24731,7117827,,95
24732,7118114,,100
24733,7118258,,100
24734,7118521,,90
24735,7118664,,81
24736,7118770,,93
24737,7118856,,94
24738,7119361,,91
24739,7121105,,92
24740,7122248,,99
24741,7122995,,90
24742,7123374,,100
24743,7125385,,94
24744,7125431,,99
24745,7125990,,91
24746,7127036,,100
24747,7127297,,95
24748,7128310,,80
24749,7128675,,40
24750,7128734,,96
24751,7129441,,100
24752,7129785,,95
24753,7129972,,98
24754,7130139,,100
24755,7130325,,96
24756,7130898,,90
24757,7131007,,97
24758,7131026,,98
24759,7131398,,100
24760,7131495,,91
24761,7131512,,93
24762,7131797,,100
24763,7132347,,100
24764,7132408,,90
24765,7132476,,90
24766,7132651,,98
24767,7132891,,96
24768,7132960,,96
24769,7133283,,95
24770,7133323,,86
24771,7133350,,100
24772,7133488,,97
24773,7134019,,100
24774,7134092,,97
24775,7134138,,91
24776,7134345,,86
24777,7134392,,93
24778,7134495,,98
24779,7134759,,98
24780,7134812,,100
24781,7134962,,93
24782,7135017,,89
24783,7135706,,100
24784,7135778,,96
24785,7135860,,80
24786,7143120,,100
24787,7143449,,100
24788,7143587,,88
24789,7143974,,100
24790,7144129,,89
24791,7144196,,95
24792,7144297,,94
24793,7145884,,98
24794,7146530,,100
24795,7146997,,100
24796,7147111,,70
24797,7147300,,99
24798,7148121,,70
24799,7148228,,100
24800,7148245,,97
24801,7148288,,100
24802,7148635,,94
24803,7148833,,97
24804,7149165,,96
24805,7149266,,90
24806,7149332,,93
24807,7149443,,100
24808,7149452,,97
24809,7149563,,100
24810,7149601,,100
24811,7149655,,93
24812,7149657,,98
24813,7149703,,93
24814,7149929,,87
24815,7149961,,90
24816,7150364,,94
24817,7150418,,100
24818,7150635,,98
24819,7150770,,98
24820,7150826,,97
24821,7150867,,97
24822,7151107,,100
24823,7151417,,90
24824,7151475,,80
24825,7151690,,70
24826,7151924,,96
24827,7153101,,97
24828,7153171,,84
24829,7157387,,93
24830,7157890,,98
24831,7158759,,100
24832,7159227,,90
24833,7159258,,100
24834,7159620,,100
24835,7160444,,100
24836,7160584,,97
24837,7160676,,95
24838,7160878,,88
24839,7161170,,87
24840,7161189,,100
24841,7161203,,97
24842,7161256,,85
24843,7161348,,91
24844,7161420,,80
24845,7161504,,87
24846,7161563,,93
24847,7161725,,97
24848,7161802,,98
24849,7161897,,94
24850,7162515,,97
24851,7162562,,92
24852,7162580,,100
24853,7162664,,100
24854,7162674,,100
24855,7162684,,88
24856,7163179,,60
24857,7163908,,100
24858,7163934,,100
24859,7164243,,100
24860,7164400,,60
24861,7166032,,96
24862,7172267,,86
24863,7172459,,93
24864,7172940,,97
24865,7173632,,97
24866,7173864,,95
24867,7173991,,88
24868,7174034,,80
24869,7174067,,100
24870,7174196,,98
24871,7174436,,100
24872,7176629,,100
24873,7177019,,98
24874,7177666,,80
24875,7177784,,100
24876,7178239,,100
24877,7178346,,100
24878,7178391,,99
24879,7178490,,95
24880,7178619,,100
24881,7178735,,96
24882,7179321,,99
24883,7179337,,92
24884,7179430,,89
24885,7179471,,80
24886,7179635,,94
24887,7179646,,97
24888,7179783,,100
24889,7179922,,100
24890,7179926,,96
24891,7180285,,96
24892,7180503,,95
24893,7180621,,96
24894,7181423,,95
24895,7181473,,80
24896,7181476,,98
24897,7181950,,98
24898,7181991,,91
24899,7182074,,98
24900,7182324,,94
24901,7182436,,100
24902,7182472,,88
24903,7182584,,80
24904,7182729,,80
24905,7183072,,100
24906,7183259,,98
24907,7183585,,100
24908,7185881,,100
24909,7191494,,80
24910,7192087,,95
24911,7192314,,100
24912,7192809,,97
24913,7193201,,100
24914,7193775,,100
24915,7194042,,100
24916,7194184,,84
24917,7194832,,100
24918,7194843,,100
24919,7194972,,98
24920,7195202,,90
24921,7195389,,97
24922,7195963,,100
24923,7196771,,95
24924,7196827,,100
24925,7196847,,96
24926,7196849,,94
24927,7197034,,90
24928,7197717,,99
24929,7197783,,96
24930,7197915,,100
24931,7198282,,100
24932,7198850,,93
24933,7199049,,80
24934,7199148,,92
24935,7199258,,93
24936,7199939,,96
24937,7200167,,90
24938,7200281,,96
24939,7200915,,87
24940,7201100,,95
24941,7201122,,96
24942,7201336,,87
24943,7201553,,100
24944,7202016,,95
24945,7202170,,100
24946,7202368,,94
24947,7202487,,97
24948,7202553,,94
24949,7202564,,95
24950,7202975,,90
24951,7203313,,86
24952,7203332,,91
24953,7203408,,96
24954,7203437,,98
24955,7203537,,100
24956,7203585,,100
24957,7203626,,100
24958,7203642,,100
24959,7203675,,90
24960,7203765,,80
24961,7203773,,100
24962,7203826,,88
24963,7204159,,100
24964,7204252,,99
24965,7204297,,88
24966,7204425,,75
24967,7204672,,90
24968,7204721,,95
24969,7204769,,91
24970,7204779,,98
24971,7204949,,100
24972,7205147,,100
24973,7205210,,100
24974,7205311,,96
24975,7205403,,97
24976,7205443,,84
24977,7205456,,100
24978,7205584,,92
24979,7205740,,97
24980,7205779,,100
24981,7205818,,96
24982,7205861,,91
24983,7205945,,91
24984,7206060,,100
24985,7206083,,96
24986,7206140,,100
24987,7206167,,99
24988,7206269,,92
24989,7206579,,100
24990,7206662,,93
24991,7207050,,93
24992,7207147,,94
24993,7207295,,99
24994,7207480,,100
24995,7207641,,96
24996,7207717,,92
24997,7207778,,100
24998,7207849,,99
24999,7208439,,100
25000,7208456,,92
25001,7210088,,97
25002,7214920,,94
25003,7216355,,92
25004,7216784,,96
25005,7216796,,100
25006,7216827,,97
25007,7217102,,100
25008,7217227,,99
25009,7217656,,88
25010,7217957,,97
25011,7219012,,94
25012,7219056,,100
25013,7219541,,80
25014,7219838,,92
25015,7219900,,90
25016,7220620,,100
25017,7221204,,95
25018,7221532,,91
25019,7221759,,98
25020,7222136,,97
25021,7222349,,94
25022,7222354,,100
25023,7222493,,97
25024,7222507,,98
25025,7222766,,100
25026,7222833,,100
25027,7223426,,100
25028,7223632,,99
25029,7223669,,100
25030,7224006,,93
25031,7224016,,99
25032,7224086,,96
25033,7224156,,98
25034,7224581,,83
25035,7224790,,96
25036,7224819,,90
25037,7224920,,98
25038,7224945,,95
25039,7224956,,100
25040,7225130,,98
25041,7225324,,100
25042,7225366,,93
25043,7225376,,64
25044,7225572,,88
25045,7225589,,94
25046,7225602,,98
25047,7225760,,82
25048,7225814,,80
25049,7225816,,98
25050,7225947,,80
25051,7226013,,93
25052,7226069,,78
25053,7226188,,94
25054,7226205,,99
25055,7226261,,98
25056,7226489,,99
25057,7226582,,100
25058,7226699,,100
25059,7226763,,98
25060,7226786,,89
25061,7226898,,91
25062,7226973,,100
25063,7227019,,90
25064,7227023,,97
25065,7227111,,90
25066,7227121,,91
25067,7227235,,100
25068,7227418,,100
25069,7227464,,96
25070,7227572,,98
25071,7227631,,100
25072,7227760,,97
25073,7227965,,100
25074,7228216,,95
25075,7228255,,100
25076,7228259,,98
25077,7228375,,98
25078,7228499,,92
25079,7228676,,94
25080,7228788,,100
25081,7228819,,94
25082,7228938,,98
25083,7229015,,97
25084,7229037,,99
25085,7229216,,96
25086,7229312,,100
25087,7229396,,99
25088,7229869,,86
25089,7230002,,100
25090,7234578,,100
25091,7235320,,80
25092,7235573,,98
25093,7235741,,100
25094,7236334,,80
25095,7236778,,83
25096,7237234,,98
25097,7237763,,96
25098,7238641,,95
25099,7239024,,98
25100,7239039,,97
25101,7239077,,100
25102,7239217,,97
25103,7239386,,96
25104,7239480,,80
25105,7239575,,90
25106,7239937,,80
25107,7240346,,100
25108,7240902,,100
25109,7241020,,100
25110,7241090,,98
25111,7241235,,100
25112,7241266,,100
25113,7241650,,87
25114,7241797,,100
25115,7241905,,100
25116,7242164,,100
25117,7242497,,99
25118,7242559,,100
25119,7242826,,100
25120,7242872,,93
25121,7243291,,87
25122,7243328,,89
25123,7243467,,100
25124,7243478,,100
25125,7243514,,92
25126,7243877,,96
25127,7243974,,100
25128,7244031,,98
25129,7244089,,99
25130,7244171,,98
25131,7244389,,100
25132,7244585,,100
25133,7244589,,60
25134,7244824,,93
25135,7244836,,98
25136,7244885,,77
25137,7245413,,20
25138,7245460,,100
25139,7245485,,93
25140,7245586,,60
25141,7245692,,96
25142,7245795,,95
25143,7245876,,60
25144,7246203,,97
25145,7246272,,98
25146,7246315,,100
25147,7246397,,98
25148,7246757,,97
25149,7247033,,100
25150,7247066,,82
25151,7247104,,97
25152,7247480,,96
25153,7247518,,95
25154,7247703,,99
25155,7247720,,99
25156,7247767,,98
25157,7247779,,99
25158,7247786,,98
25159,7247821,,75
25160,7247949,,91
25161,7248110,,80
25162,7249268,,93
25163,7249508,,95
25164,7249631,,97
25165,7252607,,97
25166,7254023,,100
25167,7254864,,70
25168,7254973,,96
25169,7254986,,100
25170,7255061,,95
25171,7255372,,93
25172,7256122,,96
25173,7256169,,80
25174,7256741,,98
25175,7258204,,100
25176,7258262,,100
25177,7258517,,89
25178,7258826,,100
25179,7258864,,96
25180,7260152,,100
25181,7260560,,99
25182,7260963,,100
25183,7261441,,97
25184,7261444,,98
25185,7261593,,100
25186,7261606,,92
25187,7262031,,90
25188,7262142,,99
25189,7262358,,100
25190,7262543,,93
25191,7262619,,95
25192,7262857,,98
25193,7262891,,87
25194,7262998,,99
25195,7263506,,100
25196,7263572,,93
25197,7263899,,100
25198,7264046,,95
25199,7264070,,97
25200,7264263,,95
25201,7264511,,88
25202,7264667,,89
25203,7264701,,96
25204,7264849,,92
25205,7264885,,92
25206,7264941,,100
25207,7265079,,97
25208,7265249,,100
25209,7265271,,100
25210,7265331,,90
25211,7265493,,99
25212,7265495,,89
25213,7265586,,94
25214,7265782,,100
25215,7265896,,100
25216,7266148,,100
25217,7266361,,91
25218,7266428,,99
25219,7266517,,92
25220,7266662,,98
25221,7266902,,97
25222,7268688,,92
25223,7272680,,93
25224,7272797,,93
25225,7273513,,100
25226,7273770,,88
25227,7274041,,100
25228,7274556,,98
25229,7274688,,100
25230,7274884,,80
25231,7275018,,93
25232,7275108,,100
25233,7275395,,80
25234,7275423,,98
25235,7275464,,98
25236,7275497,,93
25237,7275655,,100
25238,7276174,,93
25239,7276342,,88
25240,7276511,,98
25241,7276534,,88
25242,7277102,,100
25243,7277878,,100
25244,7278059,,100
25245,7278514,,88
25246,7278583,,100
25247,7278653,,85
25248,7278762,,99
25249,7278799,,97
25250,7278845,,94
25251,7279006,,93
25252,7279243,,100
25253,7279344,,88
25254,7279397,,90
25255,7279794,,100
25256,7279837,,100
25257,7279874,,100
25258,7279933,,99
25259,7280112,,95
25260,7280240,,93
25261,7280241,,97
25262,7280458,,96
25263,7280528,,100
25264,7280599,,96
25265,7280679,,80
25266,7280717,,98
25267,7280929,,92
25268,7281223,,100
25269,7281277,,94
25270,7281309,,88
25271,7281534,,60
25272,7281613,,99
25273,7281884,,93
25274,7282013,,94
25275,7285361,,75
25276,7286673,,92
25277,7287162,,98
25278,7287822,,98
25279,7288325,,98
25280,7288752,,100
25281,7289478,,60
25282,7290148,,98
25283,7291036,,100
25284,7291379,,90
25285,7291403,,90
25286,7291481,,100
25287,7291634,,100
25288,7291874,,100
25289,7292184,,90
25290,7292504,,98
25291,7292711,,100
25292,7292790,,87
25293,7292992,,100
25294,7293207,,92
25295,7293369,,99
25296,7293671,,96
25297,7294049,,96
25298,7294210,,100
25299,7294225,,90
25300,7294565,,80
25301,7294770,,99
25302,7295184,,89
25303,7297027,,90
25304,7297902,,100
25305,7298826,,91
25306,7298966,,87
25307,7302109,,100
25308,7303958,,93
25309,7303995,,98
25310,7304034,,71
25311,7304094,,81
25312,7304165,,100
25313,7305969,,100
25314,7305999,,100
25315,7306419,,97
25316,7306668,,99
25317,7306750,,98
25318,7307113,,100
25319,7307359,,98
25320,7307468,,60
25321,7308331,,96
25322,7308567,,98
25323,7308593,,97
25324,7308623,,100
25325,7308653,,96
25326,7308666,,100
25327,7308730,,98
25328,7308735,,86
25329,7308927,,100
25330,7308937,,100
25331,7309070,,100
25332,7309208,,93
25333,7309240,,80
25334,7309368,,100
25335,7309371,,98
25336,7309427,,92
25337,7309611,,94
25338,7309687,,100
25339,7309955,,100
25340,7310097,,100
25341,7310244,,97
25342,7310827,,96
25343,7310887,,99
25344,7311059,,95
25345,7311095,,98
25346,7311232,,100
25347,7311407,,95
25348,7311909,,93
25349,7314321,,100
25350,7314917,,97
25351,7319331,,100
25352,7320160,,92
25353,7320844,,98
25354,7320984,,100
25355,7321292,,70
25356,7321350,,75
25357,7321521,,100
25358,7321630,,97
25359,7322003,,96
25360,7322189,,88
25361,7322718,,80
25362,7323069,,73
25363,7323905,,100
25364,7324041,,98
25365,7324098,,98
25366,7324532,,96
25367,7324907,,100
25368,7324993,,90
25369,7325084,,60
25370,7325230,,98
25371,7325455,,100
25372,7325839,,100
25373,7325889,,83
25374,7325896,,94
25375,7326082,,94
25376,7326365,,91
25377,7326412,,94
25378,7326419,,94
25379,7326785,,96
25380,7326871,,95
25381,7327096,,100
25382,7327112,,91
25383,7327245,,88
25384,7327366,,80
25385,7327623,,99
25386,7327782,,97
25387,7327846,,91
25388,7327968,,60
25389,7328319,,97
25390,7328532,,92
25391,7328775,,91
25392,7328956,,92
25393,7329068,,98
25394,7329098,,93
25395,7329319,,99
25396,7329511,,100
25397,7329611,,93
25398,7329759,,88
25399,7329781,,93
25400,7329805,,94
25401,7329853,,90
25402,7329915,,100
25403,7330114,,100
25404,7330232,,94
25405,7330257,,92
25406,7330488,,97
25407,7330494,,97
25408,7330664,,92
25409,7330822,,96
25410,7330851,,96
25411,7331076,,91
25412,7331079,,100
25413,7331110,,98
25414,7331201,,96
25415,7331233,,91
25416,7331326,,95
25417,7331388,,96
25418,7331481,,100
25419,7331526,,97
25420,7331750,,100
25421,7331831,,97
25422,7331958,,96
25423,7332132,,99
25424,7332196,,85
25425,7332364,,100
25426,7332535,,96
25427,7335567,,93
25428,7337980,,80
25429,7339452,,96
25430,7339802,,93
25431,7340132,,98
25432,7340463,,91
25433,7340535,,100
25434,7340902,,87
25435,7340969,,95
25436,7341276,,100
25437,7341424,,98
25438,7341529,,95
25439,7341541,,95
25440,7341664,,97
25441,7341983,,91
25442,7342107,,88
25443,7342489,,92
25444,7342622,,100
25445,7343477,,84
25446,7343512,,91
25447,7343607,,93
25448,7343707,,100
25449,7344095,,99
25450,7344117,,96
25451,7344165,,98
25452,7344349,,93
25453,7344720,,90
25454,7344751,,100
25455,7344761,,100
25456,7345104,,100
25457,7345270,,90
25458,7345328,,96
25459,7345443,,97
25460,7345620,,99
25461,7345804,,97
25462,7346434,,100
25463,7346579,,90
25464,7346760,,100
25465,7346787,,97
25466,7346800,,93
25467,7346941,,97
25468,7347229,,98
25469,7347299,,80
25470,7347350,,80
25471,7347374,,96
25472,7347419,,80
25473,7347533,,95
25474,7347593,,94
25475,7348248,,96
25476,7348314,,94
25477,7348392,,96
25478,7348578,,89
25479,7348580,,98
25480,7348714,,91
25481,7348768,,96
25482,7348819,,90
25483,7348932,,95
25484,7348959,,97
25485,7349029,,99
25486,7349071,,80
25487,7349099,,93
25488,7349289,,93
25489,7349351,,100
25490,7349421,,100
25491,7349439,,100
25492,7349511,,97
25493,7350059,,100
25494,7350085,,97
25495,7350249,,95
25496,7350590,,100
25497,7350605,,97
25498,7350733,,97
25499,7350870,,100
25500,7350992,,98
25501,7351170,,96
25502,7351512,,100
25503,7353509,,95
25504,7353834,,90
25505,7354701,,100
25506,7356030,,92
25507,7358905,,99
25508,7359188,,98
25509,7359292,,92
25510,7359313,,100
25511,7359477,,97
25512,7360078,,95
25513,7360732,,92
25514,7360828,,96
25515,7361457,,80
25516,7361539,,98
25517,7361763,,98
25518,7362102,,100
25519,7362219,,100
25520,7362757,,97
25521,7362770,,88
25522,7362845,,100
25523,7363109,,92
25524,7363219,,94
25525,7363462,,89
25526,7363690,,93
25527,7363701,,90
25528,7363727,,98
25529,7363801,,90
25530,7363802,,92
25531,7363915,,90
25532,7364024,,94
25533,7364131,,91
25534,7364146,,97
25535,7364825,,99
25536,7365783,,92
25537,7366120,,100
25538,7366189,,81
25539,7366691,,97
25540,7367089,,92
25541,7367373,,98
25542,7367489,,96
25543,7367622,,90
25544,7367648,,99
25545,7367720,,98
25546,7367785,,87
25547,7367795,,95
25548,7367796,,100
25549,7367841,,97
25550,7367892,,98
25551,7367913,,100
25552,7368030,,80
25553,7368190,,96
25554,7368191,,100
25555,7368599,,93
25556,7368611,,94
25557,7368683,,98
25558,7368887,,100
25559,7368959,,80
25560,7368983,,100
25561,7369518,,97
25562,7369899,,88
25563,7370245,,98
25564,7370580,,94
25565,7378773,,100
25566,7379929,,100
25567,7381005,,100
25568,7381038,,97
25569,7381627,,100
25570,7381657,,96
25571,7381677,,97
25572,7382294,,100
25573,7382303,,98
25574,7382368,,100
25575,7382391,,100
25576,7382396,,96
25577,7382491,,90
25578,7382564,,85
25579,7382982,,90
25580,7383236,,95
25581,7383380,,100
25582,7383664,,97
25583,7383722,,100
25584,7383844,,100
25585,7384072,,80
25586,7384481,,97
25587,7384592,,98
25588,7384752,,100
25589,7385035,,99
25590,7385158,,100
25591,7385428,,95
25592,7385692,,70
25593,7385961,,90
25594,7386432,,93
25595,7386558,,95
25596,7386675,,100
25597,7386701,,100
25598,7387093,,94
25599,7387117,,87
25600,7387243,,97
25601,7387294,,92
25602,7387670,,91
25603,7387950,,100
25604,7388192,,100
25605,7388225,,100
25606,7388299,,100
25607,7388497,,83
25608,7388899,,93
25609,7389044,,90
25610,7389248,,100
25611,7389360,,100
25612,7389439,,100
